"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 01- 05","18.93","19.30","19.39","18.78","","-6.24%"
"2023- 01- 04","20.19","20.16","20.48","20.01","","1.36%"
"2022- 12- 30","19.92","19.52","20.00","19.38","","-0.70%"
"2022- 12- 29","20.06","19.93","20.17","19.67","","2.82%"
"2022- 12- 28","19.51","19.67","19.82","19.40","","-0.36%"
"2022- 12- 27","19.58","19.11","19.68","19.04","","1.19%"
"2022- 12- 26","19.35","20.07","20.07","19.35","","-4.21%"
"2022- 12- 23","20.20","20.51","20.56","19.85","","3.27%"
"2022- 12- 22","19.56","19.62","20.03","19.49","","-5.69%"
"2022- 12- 21","20.74","21.05","21.75","20.52","","-3.08%"
"2022- 12- 20","21.40","18.70","23.83","16.39","","13.41%"
"2022- 12- 19","18.87","19.30","19.63","18.87","","6.25%"
"2022- 12- 16","17.76","17.78","18.07","17.38","","8.89%"
"2022- 12- 15","16.31","16.63","16.65","15.99","","-4.68%"
"2022- 12- 14","17.11","17.89","17.89","16.86","","-9.71%"
"2022- 12- 13","18.95","18.76","19.24","18.59","","0.91%"
"2022- 12- 12","18.78","19.01","19.01","18.63","","4.10%"
"2022- 12- 09","18.04","18.63","18.63","17.73","","-4.40%"
"2022- 12- 08","18.87","18.72","19.44","18.69","","1.13%"
"2022- 12- 07","18.66","18.60","18.78","18.31","","-16.81%"
"2022- 12- 06","22.43","18.84","22.43","17.54","","21.97%"
"2022- 12- 05","18.39","19.31","21.46","18.29","","-7.54%"
"2022- 12- 02","19.89","19.00","20.36","19.00","","5.57%"
"2022- 12- 01","18.84","18.84","19.09","18.59","","-0.48%"
"2022- 11- 30","18.93","18.88","19.19","18.80","","1.18%"
"2022- 11- 29","18.71","18.91","19.10","18.52","","0.97%"
"2022- 11- 28","18.53","18.41","18.97","18.38","","5.95%"
"2022- 11- 25","17.49","17.55","17.78","17.43","","-0.11%"
"2022- 11- 24","17.51","17.04","17.51","16.97","","2.10%"
"2022- 11- 22","17.15","17.15","17.41","17.02","","-2.39%"
"2022- 11- 21","17.57","18.02","18.26","17.56","","-3.46%"
"2022- 11- 18","18.20","18.55","18.60","18.06","","-1.62%"
"2022- 11- 17","18.50","18.91","18.91","18.31","","-3.44%"
"2022- 11- 16","19.16","19.53","20.38","19.05","","1.54%"
"2022- 11- 15","18.87","19.62","19.71","18.85","","-5.03%"
"2022- 11- 14","19.87","19.90","19.98","19.65","","-2.17%"
"2022- 11- 11","20.31","19.83","20.46","19.57","","-6.45%"
"2022- 11- 10","21.71","21.27","21.91","20.86","","4.02%"
"2022- 11- 09","20.87","20.77","21.10","20.69","","1.61%"
"2022- 11- 08","20.54","20.40","20.55","19.98","","-2.56%"
"2022- 11- 07","21.08","21.26","21.36","20.66","","-2.27%"
"2022- 11- 04","21.57","21.46","22.01","21.41","","-1.42%"
"2022- 11- 02","21.88","21.95","22.15","21.44","","-0.73%"
"2022- 11- 01","22.04","22.55","22.73","21.91","","-3.97%"
"2022- 10- 31","22.95","23.19","23.37","22.85","","-3.16%"
"2022- 10- 28","23.70","23.89","23.94","22.65","","2.02%"
"2022- 10- 27","23.23","22.97","23.31","22.79","","-0.90%"
"2022- 10- 26","23.44","23.58","23.70","23.15","","-1.80%"
"2022- 10- 25","23.87","24.59","24.67","23.83","","-4.63%"
"2022- 10- 24","25.03","24.43","25.12","24.13","","4.03%"
"2022- 10- 21","24.06","23.82","24.34","23.77","","0.29%"
"2022- 10- 20","23.99","23.40","24.41","23.36","","5.27%"
"2022- 10- 19","22.79","22.98","23.08","22.55","","-2.57%"
"2022- 10- 18","23.39","23.69","24.30","23.39","","-6.51%"
"2022- 10- 17","25.02","25.60","25.79","24.93","","1.21%"
"2022- 10- 14","24.72","25.21","25.21","24.38","","-7.03%"
"2022- 10- 13","26.59","26.21","26.74","26.20","","1.80%"
"2022- 10- 12","26.12","26.23","26.55","26.04","","0.58%"
"2022- 10- 11","25.97","25.09","26.47","25.09","","11.32%"
