"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 07- 06","13,679.04","13,653.17","13,689.52","13,567.25","1.04B","-0.82%"
"2023- 07- 05","13,791.65","13,772.10","13,844.50","13,764.25","937.60M","-0.18%"
"2023- 07- 03","13,816.77","13,798.70","13,839.09","13,773.41","583.70M","0.21%"
"2023- 06- 30","13,787.92","13,719.98","13,816.67","13,716.16","1.07B","1.45%"
"2023- 06- 29","13,591.33","13,592.36","13,618.53","13,540.26","871.64M","0.00%"
"2023- 06- 28","13,591.75","13,506.02","13,654.14","13,495.73","890.52M","0.27%"
"2023- 06- 27","13,555.67","13,389.25","13,578.80","13,366.97","966.18M","1.65%"
"2023- 06- 26","13,335.78","13,468.75","13,573.57","13,334.42","936.28M","-1.16%"
"2023- 06- 23","13,492.52","13,484.10","13,572.18","13,442.65","3.36B","-1.01%"
"2023- 06- 22","13,630.61","13,443.41","13,631.85","13,441.56","898.27M","0.95%"
"2023- 06- 21","13,502.20","13,620.87","13,638.57","13,460.94","1.06B","-1.21%"
"2023- 06- 20","13,667.29","13,642.29","13,711.18","13,561.84","1.13B","-0.16%"
"2023- 06- 16","13,689.57","13,859.07","13,864.06","13,680.96","2.92B","-0.68%"
"2023- 06- 15","13,782.82","13,572.88","13,828.17","13,561.37","1.13B","1.15%"
"2023- 06- 14","13,626.48","13,570.56","13,661.74","13,455.99","1.16B","0.39%"
"2023- 06- 13","13,573.32","13,566.53","13,594.40","13,473.19","1.04B","0.83%"
"2023- 06- 12","13,461.92","13,326.37","13,465.91","13,302.58","974.53M","1.53%"
"2023- 06- 09","13,259.14","13,312.39","13,385.95","13,229.33","899.24M","0.16%"
"2023- 06- 08","13,238.52","13,113.27","13,248.60","13,101.18","873.24M","1.02%"
"2023- 06- 07","13,104.89","13,295.26","13,361.90","13,089.48","1.11B","-1.29%"
"2023- 06- 06","13,276.42","13,199.59","13,306.21","13,165.65","978.70M","0.36%"
"2023- 06- 05","13,229.43","13,238.48","13,330.65","13,194.95","887.68M","-0.09%"
"2023- 06- 02","13,240.77","13,190.48","13,256.21","13,125.86","941.89M","1.07%"
"2023- 06- 01","13,100.98","12,944.46","13,141.83","12,903.63","957.13M","1.28%"
"2023- 05- 31","12,935.29","12,968.38","13,029.08","12,889.37","1.94B","-0.63%"
"2023- 05- 30","13,017.43","13,109.10","13,154.29","12,968.12","969.21M","0.32%"
"2023- 05- 26","12,975.69","12,736.42","13,001.91","12,729.74","914.77M","2.19%"
"2023- 05- 25","12,698.09","12,706.44","12,736.92","12,604.89","970.49M","1.71%"
"2023- 05- 24","12,484.16","12,481.89","12,529.63","12,415.85","842.72M","-0.61%"
"2023- 05- 23","12,560.25","12,652.88","12,709.74","12,554.43","899.73M","-1.26%"
"2023- 05- 22","12,720.78","12,664.44","12,756.22","12,655.26","886.96M","0.50%"
"2023- 05- 19","12,657.90","12,709.46","12,731.73","12,624.06","899.33M","-0.24%"
"2023- 05- 18","12,688.84","12,513.87","12,698.50","12,512.26","932.19M","1.51%"
"2023- 05- 17","12,500.57","12,388.58","12,514.07","12,335.02","936.59M","1.28%"
"2023- 05- 16","12,343.05","12,327.05","12,403.81","12,324.52","857.54M","-0.18%"
"2023- 05- 15","12,365.21","12,301.17","12,376.40","12,263.35","857.25M","0.66%"
"2023- 05- 12","12,284.74","12,350.52","12,364.65","12,209.58","865.58M","-0.35%"
"2023- 05- 11","12,328.51","12,321.26","12,347.38","12,255.44","934.31M","0.18%"
"2023- 05- 10","12,306.44","12,286.66","12,337.69","12,180.86","1.04B","1.04%"
"2023- 05- 09","12,179.55","12,195.78","12,216.13","12,174.06","899.76M","-0.63%"
"2023- 05- 08","12,256.92","12,231.68","12,264.99","12,178.26","882.60M","0.18%"
"2023- 05- 05","12,235.41","12,073.03","12,264.83","12,065.72","1.01B","2.25%"
"2023- 05- 04","11,966.40","11,997.34","12,033.15","11,925.37","1.01B","-0.49%"
"2023- 05- 03","12,025.33","12,097.04","12,212.55","12,022.46","1.09B","-0.46%"
"2023- 05- 02","12,080.51","12,198.02","12,206.58","12,015.22","1.05B","-1.08%"
"2023- 05- 01","12,212.60","12,210.05","12,261.32","12,181.08","926.58M","-0.11%"
"2023- 04- 28","12,226.58","12,117.54","12,227.72","12,082.57","1.07B","0.69%"
"2023- 04- 27","12,142.24","11,972.15","12,154.01","11,950.92","986.43M","2.43%"
"2023- 04- 26","11,854.35","11,913.23","11,967.99","11,833.07","973.39M","0.47%"
"2023- 04- 25","11,799.16","11,968.81","11,990.46","11,798.77","921.37M","-1.98%"
"2023- 04- 24","12,037.20","12,053.47","12,103.58","11,960.30","853.57M","-0.29%"
"2023- 04- 21","12,072.46","12,046.03","12,097.15","11,986.82","944.77M","0.11%"
"2023- 04- 20","12,059.56","12,039.08","12,155.96","12,011.95","899.17M","-0.80%"
"2023- 04- 19","12,157.23","12,063.68","12,191.10","12,060.17","879.49M","0.03%"
"2023- 04- 18","12,153.41","12,234.56","12,245.43","12,110.23","883.01M","-0.04%"
"2023- 04- 17","12,157.72","12,108.23","12,159.02","12,064.10","904.58M","0.28%"
"2023- 04- 14","12,123.46","12,117.91","12,205.72","12,026.55","874.14M","-0.35%"
"2023- 04- 13","12,166.27","11,997.42","12,178.80","11,995.94","921.41M","1.99%"
"2023- 04- 12","11,929.34","12,110.87","12,134.50","11,916.54","916.01M","-0.85%"
"2023- 04- 11","12,031.88","12,080.24","12,091.27","12,011.40","883.24M","-0.43%"
"2023- 04- 10","12,084.36","11,975.13","12,084.95","11,924.20","862.62M","-0.03%"
"2023- 04- 06","12,087.96","11,939.08","12,098.50","11,898.36","785.43M","0.76%"
"2023- 04- 05","11,996.86","12,081.76","12,086.75","11,931.84","894.37M","-1.07%"
"2023- 04- 04","12,126.33","12,208.49","12,224.68","12,081.81","877.51M","-0.52%"
"2023- 04- 03","12,189.45","12,146.09","12,196.34","12,086.52","950.52M","-0.27%"
"2023- 03- 31","12,221.91","12,031.54","12,227.93","12,030.44","1.16B","1.74%"
"2023- 03- 30","12,013.47","12,010.45","12,044.79","11,953.37","923.96M","0.73%"
"2023- 03- 29","11,926.24","11,855.59","11,941.59","11,823.35","915.05M","1.79%"
"2023- 03- 28","11,716.08","11,752.76","11,752.76","11,635.03","773.10M","-0.45%"
"2023- 03- 27","11,768.84","11,868.54","11,903.21","11,739.05","844.71M","-0.47%"
"2023- 03- 24","11,823.96","11,747.62","11,826.23","11,670.67","897.32M","0.31%"
"2023- 03- 23","11,787.40","11,811.32","11,962.69","11,684.52","1.00B","1.01%"
"2023- 03- 22","11,669.96","11,857.50","12,013.99","11,666.85","963.97M","-1.60%"
"2023- 03- 21","11,860.11","11,764.79","11,879.16","11,724.91","1.04B","1.58%"
"2023- 03- 20","11,675.54","11,614.39","11,695.55","11,550.69","1.08B","0.39%"
"2023- 03- 17","11,630.51","11,696.34","11,773.11","11,562.63","2.94B","-0.74%"
"2023- 03- 16","11,717.28","11,384.87","11,733.80","11,365.49","1.13B","2.48%"
"2023- 03- 15","11,434.05","11,291.17","11,447.90","11,238.44","1.22B","0.05%"
"2023- 03- 14","11,428.15","11,357.74","11,467.01","11,284.93","1.18B","2.14%"
"2023- 03- 13","11,188.84","11,041.46","11,326.73","10,982.80","1.31B","0.45%"
"2023- 03- 10","11,138.89","11,325.36","11,373.81","11,093.86","1.23B","-1.76%"
"2023- 03- 09","11,338.36","11,578.31","11,667.12","11,319.98","994.86M","-2.05%"
"2023- 03- 08","11,576.00","11,553.09","11,601.23","11,487.75","923.10M","0.40%"
"2023- 03- 07","11,530.33","11,670.98","11,705.96","11,512.03","973.96M","-1.25%"
"2023- 03- 06","11,675.74","11,736.87","11,827.92","11,667.48","977.57M","-0.11%"
"2023- 03- 03","11,689.01","11,524.65","11,699.63","11,514.74","965.05M","1.97%"
"2023- 03- 02","11,462.98","11,273.77","11,487.59","11,273.61","950.09M","0.73%"
"2023- 03- 01","11,379.48","11,447.58","11,479.00","11,349.87","964.54M","-0.66%"
"2023- 02- 28","11,455.54","11,451.05","11,548.22","11,435.39","1.26B","-0.10%"
"2023- 02- 27","11,466.98","11,517.19","11,565.23","11,444.60","874.29M","0.63%"
"2023- 02- 24","11,394.94","11,404.18","11,434.36","11,334.46","900.85M","-1.69%"
"2023- 02- 23","11,590.40","11,636.93","11,638.97","11,432.58","903.17M","0.72%"
"2023- 02- 22","11,507.07","11,517.20","11,582.52","11,445.17","942.98M","0.13%"
"2023- 02- 21","11,492.30","11,640.37","11,684.14","11,491.18","1.02B","-2.50%"
"2023- 02- 17","11,787.27","11,777.50","11,803.22","11,673.21","966.30M","-0.58%"
"2023- 02- 16","11,855.83","11,896.31","12,040.34","11,853.36","986.41M","-1.78%"
"2023- 02- 15","12,070.59","11,905.12","12,071.29","11,876.82","951.90M","0.92%"
"2023- 02- 14","11,960.14","11,808.20","11,999.85","11,760.57","929.01M","0.57%"
"2023- 02- 13","11,891.79","11,759.09","11,910.92","11,719.73","937.01M","1.48%"
"2023- 02- 10","11,718.12","11,714.60","11,775.80","11,630.54","934.05M","-0.61%"
"2023- 02- 09","11,789.58","12,069.10","12,070.96","11,745.11","1.03B","-1.02%"
"2023- 02- 08","11,910.52","12,069.12","12,096.39","11,890.09","953.41M","-1.68%"
"2023- 02- 07","12,113.79","11,891.25","12,150.22","11,836.78","1.07B","1.90%"
"2023- 02- 06","11,887.45","11,904.41","11,973.41","11,843.49","1.01B","-1.00%"
"2023- 02- 03","12,006.96","11,946.86","12,231.31","11,946.86","1.11B","-1.59%"
"2023- 02- 02","12,200.82","12,065.15","12,269.55","12,024.14","1.33B","3.25%"
"2023- 02- 01","11,816.32","11,573.14","11,904.02","11,500.33","1.21B","2.00%"
"2023- 01- 31","11,584.55","11,398.58","11,586.01","11,398.37","1.15B","1.67%"
"2023- 01- 30","11,393.81","11,512.34","11,553.31","11,388.54","954.43M","-1.96%"
"2023- 01- 27","11,621.71","11,470.47","11,691.89","11,470.27","1.05B","0.95%"
"2023- 01- 26","11,512.41","11,458.41","11,516.05","11,341.19","992.60M","1.76%"
"2023- 01- 25","11,313.36","11,146.53","11,334.22","11,069.17","924.72M","-0.18%"
"2023- 01- 24","11,334.27","11,302.93","11,378.15","11,282.65","914.95M","-0.27%"
"2023- 01- 23","11,364.41","11,171.94","11,405.50","11,144.03","1.05B","2.01%"
"2023- 01- 20","11,140.43","10,924.66","11,143.17","10,885.64","1.16B","2.66%"
"2023- 01- 19","10,852.27","10,890.40","10,932.52","10,804.57","905.21M","-0.96%"
"2023- 01- 18","10,957.01","11,170.95","11,223.41","10,952.05","986.97M","-1.24%"
"2023- 01- 17","11,095.11","11,070.00","11,145.44","11,024.72","990.06M","0.14%"
"2023- 01- 13","11,079.16","10,906.37","11,084.01","10,900.16","919.66M","0.71%"
"2023- 01- 12","11,001.11","10,969.26","11,027.75","10,797.12","1.03B","0.64%"
"2023- 01- 11","10,931.67","10,794.99","10,932.44","10,762.73","1.01B","1.76%"
"2023- 01- 10","10,742.63","10,607.72","10,743.67","10,589.59","888.70M","1.01%"
"2023- 01- 09","10,635.65","10,662.11","10,807.26","10,619.12","1.04B","0.63%"
"2023- 01- 06","10,569.29","10,363.96","10,604.14","10,265.04","970.67M","2.56%"
"2023- 01- 05","10,305.24","10,390.31","10,393.22","10,295.25","957.48M","-1.47%"
"2023- 01- 04","10,458.76","10,467.82","10,515.22","10,337.64","1.04B","0.69%"
"2023- 01- 03","10,386.99","10,562.06","10,613.06","10,309.16","983.36M","-0.76%"
"2022- 12- 30","10,466.48","10,368.37","10,468.31","10,324.70","850.56M","-0.11%"
"2022- 12- 29","10,478.09","10,321.46","10,502.08","10,301.06","894.54M","2.59%"
"2022- 12- 28","10,213.29","10,339.20","10,414.82","10,207.47","751.52M","-1.35%"
"2022- 12- 27","10,353.23","10,462.19","10,472.32","10,340.73","753.05M","-1.38%"
"2022- 12- 23","10,497.86","10,437.75","10,514.76","10,361.82","678.03M","0.21%"
"2022- 12- 22","10,476.12","10,586.46","10,599.34","10,313.32","974.20M","-2.18%"
"2022- 12- 21","10,709.37","10,592.00","10,753.57","10,569.20","937.40M","1.54%"
"2022- 12- 20","10,547.11","10,490.89","10,609.46","10,446.82","972.31M","0.01%"
"2022- 12- 19","10,546.03","10,707.44","10,713.97","10,497.55","1.04B","-1.49%"
"2022- 12- 16","10,705.41","10,767.63","10,833.24","10,642.10","3.28B","-0.97%"
"2022- 12- 15","10,810.53","11,012.62","11,029.57","10,775.61","1.16B","-3.23%"
"2022- 12- 14","11,170.89","11,248.09","11,352.09","11,065.24","1.12B","-0.76%"
"2022- 12- 13","11,256.81","11,542.84","11,571.64","11,160.54","1.24B","1.01%"
"2022- 12- 12","11,143.74","11,015.48","11,144.67","10,984.82","955.14M","1.26%"
"2022- 12- 09","11,004.62","11,038.17","11,138.70","10,999.26","867.24M","-0.70%"
"2022- 12- 08","11,082.00","11,011.33","11,119.16","10,939.47","832.95M","1.13%"
"2022- 12- 07","10,958.55","10,963.95","11,039.81","10,910.62","828.48M","-0.51%"
"2022- 12- 06","11,014.89","11,228.42","11,241.42","10,956.20","888.70M","-2.00%"
"2022- 12- 05","11,239.94","11,380.99","11,425.51","11,193.03","885.18M","-1.93%"
"2022- 12- 02","11,461.50","11,308.38","11,492.32","11,296.72","859.61M","-0.18%"
"2022- 12- 01","11,482.45","11,475.17","11,546.77","11,378.75","912.53M","0.13%"
"2022- 11- 30","11,468.00","10,995.20","11,468.47","10,966.53","1.62B","4.41%"
"2022- 11- 29","10,983.78","11,060.02","11,086.02","10,944.37","783.46M","-0.59%"
"2022- 11- 28","11,049.50","11,147.57","11,217.75","11,020.69","811.96M","-1.58%"
"2022- 11- 25","11,226.36","11,231.00","11,261.57","11,206.38","377.17M","-0.52%"
"2022- 11- 23","11,285.32","11,174.61","11,310.82","11,174.61","695.12M","0.99%"
"2022- 11- 22","11,174.41","11,058.56","11,179.87","10,975.66","758.80M","1.36%"
"2022- 11- 21","11,024.51","11,091.01","11,128.78","10,999.75","765.20M","-1.09%"
"2022- 11- 18","11,146.06","11,257.01","11,259.44","11,059.16","846.40M","0.01%"
"2022- 11- 17","11,144.96","11,008.67","11,198.84","11,006.21","837.39M","-0.35%"
"2022- 11- 16","11,183.66","11,260.09","11,286.10","11,162.92","887.82M","-1.54%"
"2022- 11- 15","11,358.41","11,474.82","11,492.62","11,241.15","1.04B","1.45%"
"2022- 11- 14","11,196.22","11,233.90","11,350.13","11,167.17","983.39M","-1.12%"
"2022- 11- 11","11,323.33","11,124.75","11,352.43","11,069.83","1.21B","1.88%"
"2022- 11- 10","11,114.15","10,869.17","11,119.12","10,779.95","1.40B","7.35%"
"2022- 11- 09","10,353.17","10,528.45","10,564.97","10,344.01","1.04B","-2.48%"
"2022- 11- 08","10,616.20","10,611.53","10,745.64","10,472.73","994.35M","0.49%"
"2022- 11- 07","10,564.52","10,516.94","10,587.96","10,428.91","930.25M","0.85%"
"2022- 11- 04","10,475.25","10,548.14","10,553.63","10,262.93","1.09B","1.28%"
"2022- 11- 03","10,342.94","10,399.45","10,486.01","10,319.54","1.01B","-1.73%"
"2022- 11- 02","10,524.80","10,885.01","10,993.24","10,522.90","1.10B","-3.36%"
"2022- 11- 01","10,890.84","11,154.74","11,156.35","10,881.19","903.26M","-0.89%"
"2022- 10- 31","10,988.15","11,028.43","11,047.94","10,914.00","1.08B","-1.03%"
"2022- 10- 28","11,102.45","10,766.20","11,117.04","10,766.20","977.64M","2.87%"
"2022- 10- 27","10,792.67","10,971.95","10,998.73","10,780.50","973.52M","-1.63%"
"2022- 10- 26","10,970.99","10,969.02","11,205.84","10,948.38","1.00B","-2.04%"
"2022- 10- 25","11,199.12","10,996.97","11,210.38","10,996.97","991.08M","2.25%"
"2022- 10- 24","10,952.61","10,867.07","10,983.52","10,713.33","921.20M","0.86%"
"2022- 10- 21","10,859.72","10,576.04","10,875.72","10,542.43","1.02B","2.31%"
"2022- 10- 20","10,614.84","10,657.41","10,837.30","10,574.55","866.25M","-0.61%"
"2022- 10- 19","10,680.51","10,689.31","10,808.04","10,592.88","921.13M","-0.85%"
"2022- 10- 18","10,772.40","10,963.99","10,972.97","10,670.12","929.62M","0.90%"
"2022- 10- 17","10,675.80","10,575.65","10,696.59","10,569.69","944.31M","3.43%"
"2022- 10- 14","10,321.39","10,742.81","10,766.68","10,308.81","918.04M","-3.08%"
"2022- 10- 13","10,649.15","10,131.82","10,697.71","10,088.83","1.05B","2.23%"
